2026-04-07 12:44:29 | INFO | MainThread | Starting KB sync
2026-04-07 12:44:29 | INFO | MainThread | Repository: knowledge-base (git@github.psa-cloud.com:ela00/knowledge-base.git)
2026-04-07 12:44:29 | INFO | MainThread | Local clone: .cache/repos/knowledge-base
2026-04-07 12:44:29 | INFO | MainThread | Files to sync: 27
2026-04-07 12:44:29 | INFO | MainThread | Exclude globs: _sidebar.md, README.md, skeletton_template.md
2026-04-07 12:44:29 | INFO | MainThread | SSH command enabled: True
2026-04-07 12:44:29 | INFO | MainThread | Max workers: 8
2026-04-07 12:44:29 | INFO | MainThread | [stage-cluster] Auth mode: basic
2026-04-07 12:44:29 | INFO | MainThread | [stage-cluster] Spaces configured explicitly: filebox
2026-04-07 12:44:29 | INFO | MainThread | [stage-cluster] Target spaces: filebox
2026-04-07 12:44:29 | INFO | MainThread | Resolved 1 target-space jobs for sync
2026-04-07 12:44:29 | INFO | kb-sync_0 | [stage-cluster:filebox] Worker started with auth mode: basic
2026-04-07 12:44:29 | INFO | kb-sync_0 | [stage-cluster:filebox] Starting sync
2026-04-07 12:44:29 | INFO | kb-sync_0 | [stage-cluster:filebox] List entries attempt 1/3 -> GET https://teich.kb.clusters.ece.bsn0027990-stage-x7dpxg3j.np.eu-xp.stla-aws.private:9243/s/filebox/internal/observability_ai_assistant/kb/entries
2026-04-07 12:44:29 | INFO | kb-sync_0 | [stage-cluster:filebox] List entries -> HTTP 200
2026-04-07 12:44:29 | INFO | kb-sync_0 | [stage-cluster:filebox] Existing entries with repo prefix: 27
2026-04-07 12:44:29 | INFO | kb-sync_0 | [stage-cluster:filebox] UNCHANGED knowledge-base/permanence/Gestion_Lags_Kafka_et_Responsabilité_Topics.md.MD
2026-04-07 12:44:29 | INFO | kb-sync_0 | [stage-cluster:filebox] UNCHANGED knowledge-base/permanence/checklist.md
2026-04-07 12:44:29 | INFO | kb-sync_0 | [stage-cluster:filebox] UNCHANGED knowledge-base/permanence/Remettre un nœud ELA avec un data path vide.md
2026-04-07 12:44:29 | INFO | kb-sync_0 | [stage-cluster:filebox] UNCHANGED knowledge-base/elasticsearch/elk_clusters.md
