2026-04-07 12:39:50 | INFO | MainThread | Starting KB sync
2026-04-07 12:39:50 | INFO | MainThread | Repository: knowledge-base (git@github.psa-cloud.com:ela00/knowledge-base.git)
2026-04-07 12:39:50 | INFO | MainThread | Local clone: .cache/repos/knowledge-base
2026-04-07 12:39:50 | INFO | MainThread | Files to sync: 27
2026-04-07 12:39:50 | INFO | MainThread | Exclude globs: _sidebar.md, README.md, skeletton_template.md
2026-04-07 12:39:50 | INFO | MainThread | SSH command enabled: True
2026-04-07 12:39:50 | INFO | MainThread | Max workers: 8
2026-04-07 12:39:50 | INFO | MainThread | [stage-cluster] Auth mode: basic
2026-04-07 12:39:50 | INFO | MainThread | [stage-cluster] Discovering all spaces via https://teich.kb.clusters.ece.bsn0027990-stage-x7dpxg3j.np.eu-xp.stla-aws.private:9243/api/spaces/space
2026-04-07 12:39:50 | INFO | MainThread | [stage-cluster] List spaces attempt 1/3 -> GET https://teich.kb.clusters.ece.bsn0027990-stage-x7dpxg3j.np.eu-xp.stla-aws.private:9243/api/spaces/space
2026-04-07 12:39:50 | INFO | MainThread | [stage-cluster] List spaces -> HTTP 200
2026-04-07 12:39:50 | INFO | MainThread | [stage-cluster] Discovered 16 spaces: api-connect-team-admin, network-security-logs-metrics, default, dealerconnect, servicenow, filebox, genai-cvcp, genai-devops, genai, mefisto_invoice, mef_indus, newmefisto, network-security-logs-metrics-admin, sdh, test_mcp, test_valentin
2026-04-07 12:39:50 | INFO | MainThread | [stage-cluster] Target spaces: api-connect-team-admin, network-security-logs-metrics, default, dealerconnect, servicenow, filebox, genai-cvcp, genai-devops, genai, mefisto_invoice, mef_indus, newmefisto, network-security-logs-metrics-admin, sdh, test_mcp, test_valentin
2026-04-07 12:39:50 | INFO | MainThread | Resolved 16 target-space jobs for sync
2026-04-07 12:39:50 | INFO | kb-sync_0 | [stage-cluster:api-connect-team-admin] Worker started with auth mode: basic
